category,item,description, cost , dimensions 
BAINBRIDGE,4101B,NAVY BASICS NEW THREADS,  57.10 , 32x40 
BAINBRIDGE,4104B,WHITE BASICS NEW THREADS,  57.10 , 32x40 
BAINBRIDGE,4111B,SCARLET BASICS NEW THREADS,  57.10 , 32x40 
BAINBRIDGE,4112B,WATCHET BLUE NEW THREADS,  57.10 , 32x40 
BAINBRIDGE,4113B,AUTUMN FROST NEW THREADS,  57.10 , 32x40 
BAINBRIDGE,4114B,ENCHANTED PURPLE NEW THREADS,  57.10 , 32x40 
BAINBRIDGE,4115B,FOREST FLOOR BASICS NEW THREAD,  57.10 , 32x40 
BAINBRIDGE,4116B,COURTYARD BASICS NEW THREADS,  57.10 , 32x40 
BAINBRIDGE,4117B,GRECIAN WHITE NEW THREADS,  57.10 , 32x40 
BAINBRIDGE,4119B,GRAPPA NEW THREADS,  57.10 , 32x40 
BAINBRIDGE,4121B,ORANGE ZEST NEW THREADS,  57.10 , 32x40 
BAINBRIDGE,4125B,ANCIENT STONE NEW THREADS,  57.10 , 32x40 
BAINBRIDGE,4126B,MAJESTIC BROWN BASICS NEW THRE,  57.10 , 32x40 
BAINBRIDGE,4127B,BRICK OVEN BASICS NEW THREADS,  57.10 , 32x40 
BAINBRIDGE,4132B,BAMBOO NEW THREADS BASICS,  57.10 , 32x40 
BAINBRIDGE,4135B,CAFE AU LAIT NEW THREADS BASIC,  57.10 , 32x40 
BAINBRIDGE,4146B,WILLOW SUEDE,  47.10 , 32x40 
BAINBRIDGE,4147B,SPRUCE SUEDE,  47.10 , 32x40 
BAINBRIDGE,4149B,WINE BASICS SUEDE,  47.10 , 32x40 
BAINBRIDGE,4150B,MIDNIGHT BASICS SUEDE,  47.10 , 32x40 
BAINBRIDGE,4151B,SONOMA SUEDE,  47.10 , 32x40 
BAINBRIDGE,4153B,JACANA SUEDE,  47.10 , 32x40 
BAINBRIDGE,4157B,GREY SUEDE,  47.10 , 32x40 
BAINBRIDGE,4162B,ROSEWOOD SUEDE,  47.10 , 32x40 
BAINBRIDGE,4165B,COAL SUEDE BASICS,  47.10 , 32x40 
BAINBRIDGE,4169B,LAPIS SUEDE,  47.10 , 32x40 
BAINBRIDGE,4176B,WHITE SUEDE BASICS,  47.10 , 32x40 
BAINBRIDGE,4179B,NOEL SUEDE,  47.10 , 32x40 
BAINBRIDGE,4180B,CABERNET SUEDE,  47.10 , 32x40 
BAINBRIDGE,4183B,PERSIMMON SUEDE,  47.10 , 32x40 
BAINBRIDGE,4197B,SHADOW SUEDE BASICS,  47.10 , 32x40 
BAINBRIDGE,4199B,VERDE SUEDE,  47.10 , 32x40 
BAINBRIDGE,4216B,VIVID PURPLE SUEDE,  47.10 , 32x40 
BAINBRIDGE,4221B,SUNDRENCHED BASICS SUEDE,  47.10 , 32x40 
BAINBRIDGE,4223B,BLAZE BASICS SUEDE,  47.10 , 32x40 
BAINBRIDGE,4228B,RASBERRY FIZZ SUEDE,  47.10 , 32x40 
BAINBRIDGE,4231B,CYBERGREEN SUEDE,  47.10 , 32x40 
BAINBRIDGE,4232B,VIVID TURQUOISE SUEDE,  47.10 , 32x40 
BAINBRIDGE,4233B,BALSAM SUEDE BASICS,  47.10 , 32x40 
BAINBRIDGE,4236B,BLUEBERRY SUEDE BASICS,  47.10 , 32x40 
BAINBRIDGE,4281B,OASIS GLAZED LINEN,  74.10 , 32x40 
BAINBRIDGE,4300B,CINNABAR OLD WORLD METALLICS,  74.10 , 32x40 
BAINBRIDGE,4301B,FABERGE GOLD OLD WORLD METALLI,  74.10 , 32x40 
BAINBRIDGE,4302B,SILVER LEAF OLD WORLD METALLIC,  74.10 , 32x40 
BAINBRIDGE,4303B,ARAGON OLD WORLD METALLICS,  74.10 , 32x40 
BAINBRIDGE,4310B,ASTRO TURF,  84.50 , 32x40 
BAINBRIDGE,4312B,GILDED CREAM OLD WORLD METALLI,  83.40 , 32x40 
BAINBRIDGE,4314B,WORN BRASS OLD WORLD METALLICS,  83.40 , 32x40 
BAINBRIDGE,4315B,TRAVERTINE OLD WORLD METALLICS,  83.40 , 32x40 
BAINBRIDGE,4316B,GREY SLATE OLD WORLD METALLICS,  83.40 , 32x40 
BAINBRIDGE,4340B,ARBOR SMOKEWOOD WOODGRAIN,  43.10 , 32x40 
BAINBRIDGE,4341B,ARBOR COASTAL DRIFT WOODGRAIN,  43.10 , 32x40 
BAINBRIDGE,4342B,ARBOR SUNWASHED WOODGRAIN,  43.10 , 32x40 
BAINBRIDGE,4352B,VERDIGRIS SLATE,  74.10 , 32x40 
BAINBRIDGE,4355B,VERONA SLATE,  74.10 , 32x40 
BAINBRIDGE,4356B,ARBOR SANDALWOOD WOODGRAIN,  43.10 , 32x40 
BAINBRIDGE,4358B,ARBOR TEAK TRAIL WOODGRAIN,  43.10 , 32x40 
BAINBRIDGE,4360B,ARBOR OBSIDIAN BLAZE WOODGRAIN,  43.10 , 32x40 
BAINBRIDGE,4366B,SPUN GOLD OLD WORLD,  74.10 , 32x40 
BAINBRIDGE,4410B,GOLDEN SAMURAI TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4411B,CHAI TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4412B,SAKE TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4413B,SALT GRASS TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4417B,HIBACHI TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4418B,HARMONY BLUE TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4419B,KYOTO PEARL TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4421B,FAWN TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4423B,CANDLESTICK TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4424B,JASPER TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4426B,CARAMEL TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4427B,CHINO TAILORED TEXTILES,  74.10 , 32x40 
BAINBRIDGE,4428B,HEATHER GREY TAILORED TEXTILES,  74.10 , 32x40 
BAINBRIDGE,4429B,DELFT TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4430B,JUNDO TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4432B,UMI TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4433B,KATANA TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4434B,KAZAN TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4435B,SUMI TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4436B,TORRI TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4440B,DILL TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4451B,PISTACHIO TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4452B,PEACH TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4454B,VIOLETTA TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4457B,PHANTOM TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4459B,NIGHTSHADE TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4460B,TOURMALINE TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4461B,CHINCHILLA TATAMI SILK,  86.70 , 32x40 
BAINBRIDGE,4700B,WHITE ARMOUR,  74.10 , 32x40 
BAINBRIDGE,4702B,GOLD COIN,  74.10 , 32x40 
BAINBRIDGE,4704B,BRIDAL PATH RICE PAPER,  74.10 , 32x40 
BAINBRIDGE,4705B,CRYSTAL RICE PAPER,  74.10 , 32x40 
BAINBRIDGE,4706B,GENTIAN RICE PAPER,  74.10 , 32x40 
BAINBRIDGE,4707B,NIAGRA RICE PAPER,  74.10 , 32x40 
BAINBRIDGE,4709B,MOONLIGHT RICE PAPER,  74.10 , 32x40 
BAINBRIDGE,4710B,PUMICE RICE PAPER,  74.10 , 32x40 
BAINBRIDGE,4830B,SNOW,  85.60 , 32x40 
BAINBRIDGE,4834B,PETAL GRN SILKENS,  85.60 , 32x40 
BAINBRIDGE,4836B,IMPERIAL BLUE SILKENS,  85.60 , 32x40 
BAINBRIDGE,4837B,BURGUNDY SILKENS,  85.60 , 32x40 
BAINBRIDGE,4838B,DYNASTY RED SILKENS,  85.60 , 32x40 
BAINBRIDGE,4840B,WHITE SILKENS,  85.60 , 32x40 
BAINBRIDGE,4843B,WHEATFIELD,  85.60 , 32x40 
BAINBRIDGE,4844B,BURNT EMBER,  85.60 , 32x40 
BAINBRIDGE,4846B,MOLTEN,  85.60 , 32x40 
BAINBRIDGE,4848B,SHITAKE,  85.60 , 32x40 
BAINBRIDGE,4850B,WASABI,  85.60 , 32x40 
BAINBRIDGE,4851B,TABRIZ,  85.60 , 32x40 
BAINBRIDGE,4853B,DOLPHIN SHANTUNG,  75.20 , 32x40 
BAINBRIDGE,4854B,CAFFE SHANTUNG,  75.20 , 32x40 
BAINBRIDGE,4855B,NEW MOON SHANTUNG,  75.20 , 32x40 
BAINBRIDGE,4960B,OYSTER RAW SILK,  86.50 , 32x40 
BAINBRIDGE,4964B,GREENBRIAR RAW SILK,  86.50 , 32x40 
BAINBRIDGE,4970B,BLACK KNIGHT RAW SILK,  86.50 , 32x40 
CRESCENT ,601C,28X44 POSTER BRD SATIN WHT NS,  8.30 , 28x44 
CRESCENT ,1162C4060,40X60 RAG SLD WHITE,  50.10 , 40x60 
CRESCENT ,2260C4060,40X60 RAG MUS ANTIQUE WHITE,  60.20 , 40x60 
CRESCENT ,2261C4060,40X60 RAG MUS CREAM,  63.60 , 40x60 
CRESCENT ,2262C4060,40X60 RAG MUS WHITE,  60.20 , 40x60 
CRESCENT ,2268C4060,40X60 RAG MUS WHITE 8PLY,  138.90 , 40x60 
CRESCENT ,81104C4060,40X60 RAG MUS ANTIQUE TAN,  63.60 , 40x60 
CRESCENT ,81105C4060,40X60 RAG MUS DESERT SAND,  63.60 , 40x60 
CRESCENT ,81106C4060,40X60 RAG MUS ANTIQUE GRAY,  63.60 , 40x60 
CRESCENT ,81112C4060,40X60 RAG MUS SOFT WHITE,  60.20 , 40x60 
CRESCENT ,81114C4060,40X60 RAG MUS ALMOND,  63.60 , 40x60 
CRESCENT ,81115C4060,40X60 RAG MUS BLACK,  99.70 , 40x60 
CRESCENT ,81121C4060,40X60 RAG MUS INVERNESS,  63.60 , 40x60 
CRESCENT ,81126C4060,40X60 RAG MUS SAND DOLLAR,  60.20 , 40x60 
CRESCENT ,81150C4060,40X60 RAG SLD WHITE 2 PLY,  30.40 , 40x60 
CRESCENT ,81171C4060,40X60 RAG MUS SILK,  60.20 , 40x60 
CRESCENT ,81188C4060,40X60 RAG MUS WINTER WHITE,  60.20 , 40x60 
CRESCENT ,821112C4060,40X60 RAG MUS SOFT WHITE 8PLY,  138.90 , 40x60 
CRESCENT ,821115C4060,40X60 RAG MUS BLACK 8PLY,  205.70 , 40x60 
CRESCENT ,821171C4060,40X60 RAG MUS SILK 8PLY,  138.90 , 40x60 
CRESCENT ,821188C4060,40X60 RAG MUS WINTER WHITE 8PL,  138.90 , 40x60 
CRESCENT ,82239C4060,40X60 RAG MUS ANTIQUE WHITE 8P,  138.90 , 40x60 
CRESCENT ,8229502C4060,40X60 SEL WHITE SALE 8PLY,  66.50 , 40x60 
CRESCENT ,8229508C4060,40X60 SEL WHITE SANDS 8PLY,  66.50 , 40x60 
CRESCENT ,8229598C4060,40X60 SEL BEFORE DARK 8PLY,  66.50 , 40x60 
CRESCENT ,8229613C4060,40X60 SEL SUPER WHITE 8PLY,  66.50 , 40x60 
CRESCENT ,8229848C4060,40X60 SEL JET BLACK 8PLY,  66.50 , 40x60 
CRESCENT ,825700C4060,40X60 SEL CS VIVID WHITE 8PLY,  86.40 , 40x60 
CRESCENT ,825702C4060,40X60 SEL CS WHITE 8PLY,  86.40 , 40x60 
CRESCENT ,825703C4060,40X60 SEL CS ANTIQUE WHITE 8PL,  86.40 , 40x60 
CRESCENT ,825706C4060,40X60 SEL CS TAN 8PLY,  86.40 , 40x60 
CRESCENT ,825711C4060,40X60 SEL CS DEEP BLACK 8PLY,  95.20 , 40x60 
CRESCENT ,825712C4060,40X60 SEL CS CLOUD GRAY 8PLY,  86.40 , 40x60 
CRESCENT ,85501C4060,40X60 SEL FAB BROOK,  90.70 , 40x60 
CRESCENT ,85533C4060,40X60 SEL FAB VINTAGE WHITE,  114.50 , 40x60 
CRESCENT ,85539C4060,40X60 SEL FAB CREAM JUTE,  124.10 , 40x60 
CRESCENT ,85540C4060,40X60 SEL FAB BARNWOOD JUTE,  124.10 , 40x60 
CRESCENT ,85542C4060,40X60 SEL FAB BLACK JUTE,  124.10 , 40x60 
CRESCENT ,85579C4060,40X60 SEL UB ETCHED BLACK,  58.70 , 40x60 
CRESCENT ,85598C4060,40X60 SEL ETCHED BLACK,  43.00 , 40x60 
CRESCENT ,85636C4060,40X60 SEL FAB PURPLE TORCH,  90.70 , 40x60 
CRESCENT ,85638C4060,40X60 SEL FAB TILE BLUE,  90.70 , 40x60 
CRESCENT ,85654C4060,40X60 SEL FAB NATURAL JUTE,  124.10 , 40x60 
CRESCENT ,85660C4060,40X60 SEL FAB WHITE SHIMMER,  121.80 , 40x60 
CRESCENT ,85661C4060,40X60 SEL FAB IVORY SHIMMER,  121.80 , 40x60 
CRESCENT ,85700C4060,40X60 SEL CS VIVID WHITE,  47.90 , 40x60 
CRESCENT ,85702C4060,40X60 SEL CS WHITE,  47.90 , 40x60 
CRESCENT ,85703C4060,40X60 SEL CS ANTIQUE WHITE,  47.90 , 40x60 
CRESCENT ,85704C4060,40X60 SEL CS CREAM,  47.90 , 40x60 
CRESCENT ,85706C4060,40X60 SEL CS TAN,  47.90 , 40x60 
CRESCENT ,85711C4060,40X60 SEL CS DEEP BLACK,  54.10 , 40x60 
CRESCENT ,85712C4060,40X60 SEL CS CLOUD GRAY,  47.90 , 40x60 
CRESCENT ,85713C4060,40X60 SEL CS NEUTRAL GRAY,  47.90 , 40x60 
CRESCENT ,85714C4060,40X60 SEL CS CLASSIC GRAY,  54.10 , 40x60 
CRESCENT ,85853C4060,40X60 SEL FAB EBONY SHIMMER,  121.80 , 40x60 
CRESCENT ,89500C4060,40X60 SEL WHITE GLOVE,  37.30 , 40x60 
CRESCENT ,89501C4060,40X60 SEL WHITE COLLAR,  37.30 , 40x60 
CRESCENT ,89502C4060,40X60 SEL WHITE SALE,  37.30 , 40x60 
CRESCENT ,89505C4060,40X60 SEL WHITE WASH,  37.30 , 40x60 
CRESCENT ,89506C4060,40X60 SEL EGG WHITE,  37.30 , 40x60 
CRESCENT ,89507C4060,40X60 SEL WHITE ELEPHANT,  37.30 , 40x60 
CRESCENT ,89508C4060,40X60 SEL WHITE SANDS,  37.30 , 40x60 
CRESCENT ,89511C4060,40X60 SEL FOSSIL,  37.30 , 40x60 
CRESCENT ,89514C4060,40X60 SEL TOASTY,  37.30 , 40x60 
CRESCENT ,89516C4060,40X60 SEL TUSK,  37.30 , 40x60 
CRESCENT ,89518C4060,40X60 SEL SUMMER,  37.30 , 40x60 
CRESCENT ,89520C4060,40X60 SEL HAYSTACK,  37.30 , 40x60 
CRESCENT ,89521C4060,40X60 SEL GOLD RUSH,  43.00 , 40x60 
CRESCENT ,89527C4060,40X60 SEL WISE GREEN,  37.30 , 40x60 
CRESCENT ,89533C4060,40X60 SEL BONSAI,  37.30 , 40x60 
CRESCENT ,89542C4060,40X60 SEL BLUE MONDAY,  37.30 , 40x60 
CRESCENT ,89552C4060,40X60 SEL NYPD,  37.30 , 40x60 
CRESCENT ,89553C4060,40X60 SEL MOODY BLUE,  37.30 , 40x60 
CRESCENT ,89554C4060,40X60 SEL PHAROAH,  37.30 , 40x60 
CRESCENT ,89574C4060,40X60 SEL MAROONED,  37.30 , 40x60 
CRESCENT ,89591C4060,40X60 SEL TOP SOIL,  37.30 , 40x60 
CRESCENT ,89592C4060,40X60 SEL BLIZZARD,  37.30 , 40x60 
CRESCENT ,89598C4060,40X60 SEL BEFORE DARK,  37.30 , 40x60 
CRESCENT ,89599C4060,40X60 SEL AFTER DARK,  37.30 , 40x60 
CRESCENT ,89601C4060,40X60 SEL SANDPAPER,  37.30 , 40x60 
CRESCENT ,89610C4060,40X60 SEL CODE RED,  37.30 , 40x60 
CRESCENT ,89613C4060,40X60 SEL SUPER WHITE,  37.30 , 40x60 
CRESCENT ,89614C4060,40X60 SEL GLOW,  37.30 , 40x60 
CRESCENT ,89618C4060,40X60 SEL TATER,  37.30 , 40x60 
CRESCENT ,89632C4060,40X60 SEL BLACK BELT,  37.30 , 40x60 
CRESCENT ,89633C4060,40X60 SEL MORNING,  37.30 , 40x60 
CRESCENT ,89634C4060,40X60 SEL CLOUDBURST,  37.30 , 40x60 
CRESCENT ,89635C4060,40X60 SEL NIGHTFALL,  37.30 , 40x60 
CRESCENT ,89800C4060,40X60 SEL BAKERS WHITE,  37.30 , 40x60 
CRESCENT ,89801C4060,40X60 SEL CHALK,  37.30 , 40x60 
CRESCENT ,89804C4060,40X60 SEL PURE WHITE,  37.30 , 40x60 
CRESCENT ,89806C4060,40X60 SEL DOVE,  37.30 , 40x60 
CRESCENT ,89807C4060,40X60 SEL OFF WHITE,  37.30 , 40x60 
CRESCENT ,89808C4060,40X60 SEL IVORY ART,  37.30 , 40x60 
CRESCENT ,89809C4060,40X60 SEL TWILIGHT,  37.30 , 40x60 
CRESCENT ,89812C4060,40X60 SEL OLD IVORY,  37.30 , 40x60 
CRESCENT ,89813C4060,40X60 SEL SANDSTONE,  37.30 , 40x60 
CRESCENT ,89814C4060,40X60 SEL AUTUMN GOLD,  37.30 , 40x60 
CRESCENT ,89820C4060,40X60 SEL FOREST GREEN,  37.30 , 40x60 
CRESCENT ,89822C4060,40X60 SEL SIERRA OLIVE,  37.30 , 40x60 
CRESCENT ,89826C4060,40X60 SEL MOCHA GREEN,  37.30 , 40x60 
CRESCENT ,89827C4060,40X60 SEL FLAG BLUE,  37.30 , 40x60 
CRESCENT ,89830C4060,40X60 SEL BLUE NIGHT,  37.30 , 40x60 
CRESCENT ,89833C4060,40X60 SEL ORANGE ADE,  37.30 , 40x60 
CRESCENT ,89834C4060,40X60 SEL RUSSET,  37.30 , 40x60 
CRESCENT ,89837C4060,40X60 SEL ALL AMERICAN RED,  37.30 , 40x60 
CRESCENT ,89838C4060,40X60 SEL BRICK,  37.30 , 40x60 
CRESCENT ,89839C4060,40X60 SEL CABERNET,  37.30 , 40x60 
CRESCENT ,89840C4060,40X60 SEL PLUM,  37.30 , 40x60 
CRESCENT ,89846C4060,40X60 SEL DARK SHALE,  37.30 , 40x60 
CRESCENT ,89848C4060,40X60 SEL JET BLACK,  37.30 , 40x60 
CRESCENT ,89849C4060,40X60 SEL ANTWERPEN,  43.00 , 40x60 
CRESCENT ,89850C4060,40X60 SEL SILVER,  43.00 , 40x60 
CRESCENT ,89851C4060,40X60 SEL GOLD NUGGET,  43.00 , 40x60 
CRESCENT ,89853C4060,40X60 SEL BRUXELLES,  43.00 , 40x60 
CRESCENT ,89854C4060,40X60 SEL ROSE,  43.00 , 40x60 
CRESCENT ,89855C4060,40X60 SEL SPANISH GOLD,  43.00 , 40x60 
CRESCENT ,89856C4060,40X60 SEL SUN,  43.00 , 40x60 
CRESCENT ,89861C4060,40X60 SEL YORK,  37.30 , 40x60 
CRESCENT ,89865C4060,40X60 SEL KENSINGTON,  37.30 , 40x60 
CRESCENT ,89866C4060,40X60 SEL PLYMOUTH,  37.30 , 40x60 
CRESCENT ,89870C4060,40X60 SEL SILVER STAR,  43.00 , 40x60 
CRESCENT ,89874C4060,40X60 SEL RED LINE,  37.30 , 40x60 
CRESCENT ,89876C4060,40X60 SEL MANDARIN ORANGE,  37.30 , 40x60 
CRESCENT ,89877C4060,40X60 SEL MIDNIGHT GREEN,  37.30 , 40x60 
CRESCENT ,89881C4060,40X60 SEL REAL TEAL,  37.30 , 40x60 
CRESCENT ,89882C4060,40X60 SEL CORNFLOWER,  37.30 , 40x60 
CRESCENT ,89886C4060,40X60 SEL DARK PURPLE,  37.30 , 40x60 
CRESCENT ,89889C4060,40X60 SEL DEEP BLUE,  37.30 , 40x60 
CRESCENT ,89892C4060,40X60 SEL DEEP ORANGE,  37.30 , 40x60 
CRESCENT ,89894C4060,40X60 SEL GOLDEN,  37.30 , 40x60 
CRESCENT ,89899C4060,40X60 SEL RED HOT,  37.30 , 40x60 
CRESCENT ,89901C4060,40X60 SEL UB CHALK,  50.60 , 40x60 
CRESCENT ,89904C4060,40X60 SEL UB PURE WHITE,  50.60 , 40x60 
CRESCENT ,89944C4060,40X60 SEL UB JET BLACK,  50.60 , 40x60 
CRESCENT ,89948C4060,40X60 SEL UB BLACK BELT,  50.60 , 40x60 
CRESCENT ,BWX8501C,40X60 PAPYRUS WC BASIC,  13.90 , 40x60 
CRESCENT ,BW8038C,40X60 MAROON WC STANDARD,  15.50 , 40x60 
CRESCENT ,BW8131C,40X60 MIDNIGHT BLUE WC PREMIUM,  17.50 , 40x60 
CRESCENT ,BW8148C,40X60 HERBAL WC STANDARD,  15.50 , 40x60 
CRESCENT ,BW8163C,40X60 OYSTER SHELL WC PREMIUM,  17.50 , 40x60 
CRESCENT ,BW8201C,40X60 VERDE WC PREMIUM,  19.70 , 40x60 
CRESCENT ,BW8202C,40X60 COBALT WC PREMIUM,  19.70 , 40x60 
CRESCENT ,BW8203C,40X60 GOLDEN YELLOW WC PREMIUM,  18.60 , 40x60 
CRESCENT ,BW8205C,40X60 VIVID ORANGE WC PREMIUM,  18.60 , 40x60 
CRESCENT ,BW8207C,40X60 ROYAL PURPLE WC PREMIUM,  18.60 , 40x60 
CRESCENT ,BW8221C,40X60 SMOOTH BLACK WC BASIC,  13.90 , 40x60 
CRESCENT ,BW8222C,40X60 SMOOTH WHITE WC BASIC,  13.90 , 40x60 
CRESCENT ,BW8235C,40X60 CHAMOIS WC STANDARD,  15.50 , 40x60 
CRESCENT ,BW8251C,40X60 ANT WHITE WC STANDARD,  15.80 , 40x60 
CRESCENT ,BW8334C,40X60 BOTTLE BLUE WC BASIC,  13.90 , 40x60 
CRESCENT ,BW8402C,40X60 WHITE WC BASIC,  13.90 , 40x60 
CRESCENT ,BW8403C,40X60 PURE WHITE WC BASIC,  13.90 , 40x60 
CRESCENT ,BW8450C,40X60 SPICE WC PREMIUM,  17.50 , 40x60 
CRESCENT ,BW8459C,40X60 DEEP RED WC STANDARD,  15.50 , 40x60 
CRESCENT ,BW8461C,40X60 CRISP WC BASIC,  13.90 , 40x60 
CRESCENT ,BW8472C,40X60 SILVER WC STD METALLIC,  23.70 , 40x60 
CRESCENT ,BW8502C,40X60 CLOUD WC STANDARD,  15.50 , 40x60 
CRESCENT ,BW8508C,40X60 ECRU WC STANDARD,  15.50 , 40x60 
CRESCENT ,BW8514C,40X60 SEASIDE WC PREMIUM,  17.50 , 40x60 
CRESCENT ,BW8524C,40X60 HUNTER GREEN WC PREMIUM,  17.50 , 40x60 
CRESCENT ,BW8535C,40X60 GRAY WC PREMIUM,  17.50 , 40x60 
CRESCENT ,BW8550C,40X60 CARDINAL WC PREMIUM,  17.50 , 40x60 
CRESCENT ,BW8569C,40X60 CINDER WC PREMIUM,  17.50 , 40x60 
CRESCENT ,BW8571C,40X60 PITCH WC PREMIUM,  17.50 , 40x60 
CRESCENT ,BW8577C,40X60 CLASSIC GOLD STD METALLI,  23.70 , 40x60 
CRESCENT ,BW8709C,40X60 SABBIA WC STANDARD,  15.50 , 40x60 
CRESCENT ,BW871C,40X60 BRILLANT WHITE WC STNDRD,  15.50 , 40x60 
CRESCENT ,BW87245C,40X60 BELGIQUE BRUXELLES WC ST,  35.30 , 40x60 
CRESCENT ,BW87246C,40X60 BELGIQUE ANTWERPEN WC ST,  35.30 , 40x60 
CRESCENT ,BW8754C,40X60 PORCELAIN WC STANDARD,  15.50 , 40x60 
CRESCENT ,BW8790C,40X60 EXTREME WHITE WC STANDRD,  15.50 , 40x60 
CRESCENT ,BW8802C,40X60 MID GRAY WC PREMIUM,  18.60 , 40x60 
CRESCENT ,BW897C,40X60 POLAR WHITE WC BASIC,  13.90 , 40x60 
CRESCENT ,BR814921C4060,40X60 BRC BLACK ON BLUE,  64.10 , 40x60 
CRESCENT ,BR814987C4060,40X60 BRC WHITE ON BLUE,  64.10 , 40x60 
CRESCENT ,BR824921C4060,40X60 BRC BLACK ON GREEN,  64.10 , 40x60 
CRESCENT ,BR824987C4060,40X60 BRC WHITE ON GREEN,  64.10 , 40x60 
CRESCENT ,BR834921C4060,40X60 BRC BLACK ON RED,  64.10 , 40x60 
CRESCENT ,BR834987C4060,40X60 BRC WHITE ON RED,  64.10 , 40x60 
CRESCENT ,BR844921C4060,40X60 BRC BLACK ON YELLOW,  64.10 , 40x60 
CRESCENT ,BR844987C4060,40X60 BRC WHITE ON YELLOW,  64.10 , 40x60 
CRESCENT ,OC4060,40X60 MB WHITE MOUNT BOARD DT,  20.20 , 40x60 
CRESCENT ,SC4060,40X60 MB WHITE MOUNT BOARD ST,  11.20 , 40x60 
CRESCENT ,87100C4060,40X60 MRM SDE MOUTARDE,  108.10 , 40x60 
CRESCENT ,87101C4060,40X60 MRM SDE PERLE,  108.10 , 40x60 
CRESCENT ,87102C4060,40X60 MRM SDE DUNE,  108.10 , 40x60 
CRESCENT ,87104C4060,40X60 MRM SDE CHAMOIS,  108.10 , 40x60 
CRESCENT ,87105C4060,40X60 MRM SDE DARK RUST,  108.10 , 40x60 
CRESCENT ,87106C4060,40X60 MRM SDE ANTELOPE,  108.10 , 40x60 
CRESCENT ,87109C4060,40X60 MRM SDE TAUPE,  108.10 , 40x60 
CRESCENT ,87111C4060,40X60 MRM SDE SHAMROCK GREEN,  108.10 , 40x60 
CRESCENT ,87112C4060,40X60 MRM SDE BORDEAUX,  108.10 , 40x60 
CRESCENT ,87113C4060,40X60 MRM SDE MARINE BLUE,  108.10 , 40x60 
CRESCENT ,87114C4060,40X60 MRM SDE CARBON BLACK,  108.10 , 40x60 
CRESCENT ,87115C4060,40X60 MRM SDE MOKA,  108.10 , 40x60 
CRESCENT ,87116C4060,40X60 MRM SDE CHINESE RED,  108.10 , 40x60 
CRESCENT ,87120C4060,40X60 MRM SDE POLARIS,  108.10 , 40x60 
CRESCENT ,87127C4060,40X60 MRM SDE MILKWEED,  108.10 , 40x60 
CRESCENT ,87128C4060,40X60 MRM SDE OFF WHITE,  108.10 , 40x60 
CRESCENT ,87132C4060,40X60 MRM SDE WHISPER,  108.10 , 40x60 
CRESCENT ,87133C4060,40X60 MRM SDE DUSTY GREEN,  108.10 , 40x60 
CRESCENT ,87134C4060,40X60 MRM SDE ASPARAGUS,  108.10 , 40x60 
CRESCENT ,87135C4060,40X60 MRM SDE PINE GREEN,  108.10 , 40x60 
CRESCENT ,87136C4060,40X60 MRM SDE LE BEIGE,  108.10 , 40x60 
CRESCENT ,87139C4060,40X60 MRM SDE ANTHRACITE,  108.10 , 40x60 
CRESCENT ,87141C4060,40X60 MRM SDE PLATINUM,  108.10 , 40x60 
CRESCENT ,87155C4060,40X60 MRM SDE WILDGRASS,  108.10 , 40x60 
CRESCENT ,87157C4060,40X60 MRM SDE CATTAIL,  108.10 , 40x60 
CRESCENT ,87158C4060,40X60 MRM SDE STORM GRAY,  108.10 , 40x60 
CRESCENT ,87163C4060,40X60 MRN SWO RATTAN,  108.10 , 40x60 
CRESCENT ,87164C4060,40X60 MRN SWO MEADOW,  108.10 , 40x60 
CRESCENT ,87166C4060,40X60 MRN SWO NAVY,  108.10 , 40x60 
CRESCENT ,87168C4060,40X60 MRN SWO GRAPHITE,  108.10 , 40x60 
CRESCENT ,87180C4060,40X60 MRM SDE WHITE,  108.10 , 40x60 
